,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountTotalLine,CountTotalLOC,JavaFiles,Packages,framework,sample,watcher,watcher_repo,total_duplicated_lines,total_occurrences,mean_duplicated_lines,occurrences_mean
101534,1.1959798994974875,1.1415410385259632,1.2738693467336684,0.8283082077051926,6.360971524288107,0.1398659966499162,5.617252931323283,0.4882747068676717,1.1809045226130652,1.7889447236180904,1.7889447236180904,0.1892797319932998,1279.0,0.7378559463986599,21.370184254606365,0.0,0.0,0.0,3.5753768844221105,1.743718592964824,4.313232830820771,8.721943048576215,0.0226130653266331,0.5527638190954773,0.5737018425460636,3.164154103852596,0.0,164.30234505862646,12.245393634840871,85.96901172529313,55.66666666666666,67.43886097152429,66.31239530988275,0.0,0.0,0.0,60.5536013400335,70.05946398659967,53.3500837520938,16.70938023450586,0.0,0.0,0.0,0.0,0.0,2.291457286432161,2.1197654941373534,2.5452261306532664,1.3056951423785594,0.0,1.7964824120603016,0.6968174204355109,0.0,18.311557788944725,17.02177554438861,0.316214405360134,7.633165829145729,7.391122278056951,8.255443886097153,5.098827470686767,102647.0,196177.0,479.0,104.0,googlesamples,googlesamples/easypermissions,AnVector,AnVector/YunYiBao,210.0,10.0,42.0,2.0
103332,1.0,1.0,1.0,1.0,5.333333333333333,0.3333333333333333,4.0,1.0,1.6666666666666667,0.0,0.0,0.0,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,2.6666666666666665,0.0,2.6666666666666665,2.6666666666666665,0.0,0.3333333333333333,0.3333333333333333,2.0,0.0,29.666666666666668,4.0,18.0,8.0,7.666666666666667,7.666666666666667,0.0,0.0,0.0,6.333333333333333,10.666666666666666,5.333333333333333,5.333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.7166666666666667,3.333333333333333,3.333333333333333,3.333333333333333,2.6666666666666665,54.0,89.0,3.0,4.0,googlesamples,googlesamples/easypermissions,solomaticydl,solomaticydl/TonyPermissionSample,27.0,2.0,27.0,2.0
104060,1.2121212121212122,1.2121212121212122,1.303030303030303,0.8181818181818182,8.93939393939394,1.0,5.96969696969697,1.7272727272727273,1.121212121212121,1.0909090909090908,1.0909090909090908,0.0909090909090909,36.0,0.6060606060606061,0.8484848484848485,0.0,0.0,0.0,1.9090909090909087,1.4545454545454546,2.515151515151515,3.272727272727273,0.2727272727272727,0.5151515151515151,0.1818181818181818,1.5454545454545454,0.0,52.42424242424242,7.878787878787879,32.303030303030305,11.0,18.484848484848484,12.484848484848484,0.0,0.0,0.0,14.0,21.060606060606062,9.06060606060606,12.0,0.0,0.0,0.0,0.0,0.0,2.060606060606061,2.060606060606061,2.1818181818181817,1.0,0.0,1.5454545454545454,0.7878787878787878,0.0,18.03030303030303,17.363636363636363,0.346969696969697,5.636363636363637,5.636363636363637,6.0,3.1818181818181817,1066.0,1730.0,26.0,15.0,googlesamples,googlesamples/easypermissions,quanqiuheike,quanqiuheike/JsInterface,54.0,4.0,27.0,2.0
104730,1.2485875706214689,1.1751412429378532,1.2994350282485876,1.0,9.88135593220339,0.751412429378531,8.401129943502825,0.4971751412429379,1.1073446327683616,2.135593220338983,2.135593220338983,0.0112994350282485,183.0,0.5254237288135594,0.4858757062146893,0.0,0.0,0.0,4.220338983050848,2.76271186440678,4.745762711864407,4.80225988700565,0.0621468926553672,0.2711864406779661,0.2485875706214689,4.163841807909605,0.0,66.43502824858757,9.745762711864408,49.64971751412429,12.022598870056497,31.42372881355932,7.435028248587571,0.0,0.0,0.0,22.10169491525424,31.98870056497175,13.627118644067796,18.361581920903955,0.0,0.0,0.0,0.0,0.0,2.4293785310734464,2.073446327683616,2.68361581920904,1.1581920903954803,0.0,1.8305084745762712,0.6949152542372882,0.0,30.91525423728813,30.31638418079096,0.0833333333333333,7.423728813559322,7.0,7.9209039548022595,5.242937853107344,8788.0,11759.0,93.0,29.0,googlesamples,googlesamples/easypermissions,wzes,wzes/Huddle,17.0,3.0,17.0,3.0
104741,1.364864864864865,1.2162162162162162,1.364864864864865,1.0,10.324324324324325,0.6486486486486487,8.91891891891892,0.5135135135135135,1.0810810810810811,1.972972972972973,1.972972972972973,0.0,79.0,0.5,0.4054054054054054,0.0,0.0,0.0,3.0,1.2432432432432432,3.5,3.5,0.0,0.1486486486486486,0.1756756756756756,3.175675675675676,0.0,49.567567567567565,6.54054054054054,38.891891891891895,8.513513513513514,26.27027027027027,4.337837837837838,0.0,0.0,0.0,16.013513513513512,23.283783783783782,9.66216216216216,13.62162162162162,0.0,0.0,0.0,0.0,0.0,2.121621621621621,1.7837837837837838,2.175675675675676,1.108108108108108,0.0,1.7432432432432432,0.5135135135135135,0.0,19.135135135135137,18.58108108108108,0.1132432432432432,5.148648648648648,4.72972972972973,5.283783783783784,3.6621621621621614,2878.0,3668.0,37.0,10.0,googlesamples,googlesamples/easypermissions,wzes,wzes/VMovie,17.0,2.0,17.0,2.0
105553,1.9310344827586208,1.862068965517241,2.103448275862069,1.0689655172413792,11.06896551724138,0.4827586206896552,9.79310344827586,0.6896551724137931,1.206896551724138,1.103448275862069,1.103448275862069,0.1379310344827586,32.0,0.8275862068965517,0.6551724137931034,0.0,0.0,0.0,4.068965517241379,1.5172413793103448,4.896551724137931,5.965517241379311,0.0,0.4827586206896552,0.4482758620689655,3.9655172413793114,0.0,75.96551724137932,10.96551724137931,56.58620689655172,16.482758620689655,34.51724137931034,9.172413793103448,0.0,0.0,0.0,25.06896551724138,38.27586206896552,16.413793103448278,21.86206896551724,0.0,0.0,0.0,0.0,0.0,3.2413793103448274,3.103448275862069,3.689655172413793,1.6206896551724137,0.0,1.4827586206896552,1.1724137931034482,0.0,29.27586206896552,26.89655172413793,0.3896551724137931,9.344827586206897,9.172413793103448,9.93103448275862,5.655172413793103,1641.0,2203.0,21.0,7.0,googlesamples,googlesamples/easypermissions,xleix,xleix/VersionHelper,29.0,2.0,29.0,2.0
105788,1.1585365853658536,1.1341463414634143,1.195121951219512,0.9146341463414634,6.2073170731707314,0.1463414634146341,5.414634146341464,0.524390243902439,1.170731707317073,0.902439024390244,0.902439024390244,0.0853658536585365,89.0,0.3414634146341463,0.1585365853658536,0.0,0.0,0.0,4.317073170731708,1.951219512195122,4.658536585365853,5.378048780487805,0.0,0.2682926829268293,0.1463414634146341,4.243902439024391,0.0,65.15853658536585,11.609756097560975,44.0609756097561,15.48780487804878,18.04878048780488,9.707317073170731,0.0,0.0,0.0,17.682926829268293,29.70731707317073,15.914634146341465,13.792682926829269,0.0,0.0,0.0,0.0,0.0,1.5365853658536586,1.5121951219512195,1.5975609756097562,0.9878048780487804,0.0,1.475609756097561,0.3780487804878049,0.0,30.682926829268293,29.463414634146343,0.2785365853658537,5.743902439024391,5.719512195121951,5.902439024390244,4.719512195121951,3613.0,5343.0,42.0,19.0,googlesamples,googlesamples/easypermissions,kangtong,kangtong/TravelCarryTreasure,25.0,2.0,25.0,2.0
105966,2.1538461538461537,2.1538461538461537,2.6923076923076925,1.3461538461538465,11.307692307692308,0.4615384615384615,9.384615384615383,1.0769230769230769,1.2692307692307692,1.8461538461538465,1.8461538461538465,0.3076923076923077,31.0,1.7692307692307692,1.7692307692307692,0.0,0.0,0.0,5.1923076923076925,1.807692307692308,6.961538461538462,11.846153846153848,0.3461538461538461,0.4230769230769231,0.1923076923076923,6.0,0.0,101.46153846153848,12.153846153846152,68.38461538461539,23.923076923076923,34.92307692307692,21.0,0.0,0.0,0.0,25.46153846153846,40.53846153846154,16.0,24.53846153846154,0.0,0.0,0.0,0.0,0.0,4.807692307692308,4.807692307692308,6.076923076923077,2.1153846153846154,0.0,1.6923076923076923,1.3461538461538465,0.0,25.807692307692307,24.692307692307693,0.25,13.076923076923077,13.076923076923077,14.923076923076923,8.384615384615385,1778.0,2638.0,28.0,7.0,googlesamples,googlesamples/easypermissions,lzyang187,lzyang187/AndroidPermission,936.0,32.0,58.5,2.0
106556,1.729665071770335,1.6842105263157894,1.8803827751196167,1.1100478468899522,7.315789473684211,0.0837320574162679,6.636363636363637,0.4449760765550239,1.3301435406698563,1.755980861244019,1.755980861244019,0.200956937799043,495.0,0.8229665071770335,0.6291866028708134,0.0,0.0,0.0,4.815789473684211,1.5358851674641147,5.638755980861244,15.330143540669855,0.1220095693779904,0.5645933014354066,0.2368421052631578,4.715311004784689,0.0,72.52392344497608,8.437799043062201,53.53827751196173,15.87799043062201,30.495215311004785,10.971291866028707,0.0,0.0,0.0,22.53588516746412,36.41387559808612,14.04066985645933,22.373205741626798,0.0,0.0,0.0,0.0,0.0,3.41866028708134,3.229665071770335,3.770334928229665,1.6889952153110048,0.0,1.799043062200957,1.0933014354066986,0.0,22.851674641148325,18.96650717703349,0.135,11.466507177033494,11.191387559808613,12.380382775119616,6.882775119617225,22379.0,30315.0,238.0,61.0,googlesamples,googlesamples/easypermissions,dujianchi,dujianchi/Core,137.0,4.0,68.5,2.0
106557,1.628415300546448,1.5901639344262295,1.85792349726776,1.098360655737705,6.983606557377049,0.0218579234972677,6.333333333333333,0.5081967213114754,1.3333333333333333,1.7486338797814207,1.7486338797814207,0.2240437158469945,220.0,0.8415300546448088,0.3934426229508196,0.0,0.0,0.0,5.054644808743169,1.4808743169398908,5.896174863387978,15.060109289617486,0.081967213114754,0.5355191256830601,0.4098360655737705,4.868852459016393,0.0,70.39344262295081,7.841530054644808,50.68306010928962,14.890710382513662,28.524590163934427,12.273224043715848,0.0,0.0,0.0,20.97267759562841,33.923497267759565,13.273224043715848,20.650273224043715,0.0,0.0,0.0,0.0,0.0,3.054644808743169,2.8961748633879782,3.5027322404371586,1.5846994535519126,0.0,1.7704918032786885,1.010928961748634,0.0,23.30054644808743,19.103825136612024,0.1418579234972677,11.295081967213116,11.043715846994536,12.311475409836063,7.0710382513661205,9275.0,12882.0,107.0,27.0,googlesamples,googlesamples/easypermissions,dujianchi,dujianchi/CoreApp,137.0,4.0,68.5,2.0
107000,0.7088607594936709,0.6835443037974683,0.7447257383966245,0.5822784810126582,4.037974683544304,0.0527426160337552,3.575949367088608,0.4177215189873418,1.09915611814346,0.8459915611814346,0.8459915611814346,0.0843881856540084,487.0,0.3459915611814346,37.57594936708861,0.0,0.0,0.0,2.7658227848101267,1.4767932489451476,3.111814345991561,4.493670886075949,0.010548523206751,0.3755274261603376,0.3481012658227848,2.377637130801688,0.0,254.3839662447257,17.858649789029535,108.83333333333331,87.5084388185654,92.28059071729956,128.28481012658227,0.0,0.0,0.0,88.32067510548524,95.63713080168776,84.17299578059071,11.464135021097048,0.0,0.0,0.0,0.0,0.0,1.1729957805907174,1.1223628691983123,1.2911392405063291,0.6687763713080169,0.0,1.440928270042194,0.3291139240506329,0.0,18.17299578059072,16.58649789029536,0.3677215189873417,4.679324894514768,4.613924050632911,4.974683544303797,3.3417721518987342,51587.0,120578.0,158.0,47.0,googlesamples,googlesamples/easypermissions,liuxin1234,liuxin1234/EasyReadingAndroid,32.0,2.0,32.0,2.0
107001,1.240677966101695,1.1830508474576271,1.294915254237288,0.9898305084745764,7.410169491525424,0.1050847457627118,6.403389830508474,0.9016949152542372,1.1898305084745762,1.3796610169491526,1.3796610169491526,0.1491525423728813,317.0,0.7254237288135593,1.8033898305084743,0.0,0.0,0.0,4.047457627118644,2.0033898305084747,4.772881355932204,6.627118644067797,0.0135593220338983,0.5694915254237288,0.7559322033898305,3.4338983050847456,0.0,68.99322033898305,8.783050847457627,47.10847457627119,17.37627118644068,26.484745762711864,14.223728813559324,0.0,0.0,0.0,22.759322033898304,32.39322033898305,16.135593220338983,16.257627118644066,0.0,0.0,0.0,0.0,0.0,1.959322033898305,1.8610169491525423,2.16271186440678,1.088135593220339,0.0,1.7322033898305085,0.6,0.0,32.92881355932203,30.667796610169493,0.3154915254237287,6.762711864406779,6.657627118644068,7.084745762711864,4.938983050847457,13897.0,20353.0,167.0,50.0,googlesamples,googlesamples/easypermissions,liuxin1234,liuxin1234/EasyReadingAndroidMVP,32.0,2.0,32.0,2.0
107005,1.4398340248962656,1.3973029045643153,1.525933609958506,0.9782157676348548,9.103734439834025,0.3641078838174273,7.897302904564316,0.7437759336099585,1.2780082987551866,2.0518672199170123,2.0518672199170123,0.1099585062240663,1019.0,0.1846473029045643,0.4823651452282158,0.0,0.0,0.0,6.300829875518672,3.5352697095435683,6.485477178423237,8.87655601659751,0.0580912863070539,0.412863070539419,0.4699170124481328,5.544605809128631,0.0,73.00726141078839,9.91597510373444,54.25207468879668,15.053941908713693,32.149377593360995,10.986514522821576,0.0,0.0,0.0,25.50726141078838,36.74688796680498,15.233402489626556,21.513485477178424,0.0,0.0,0.0,0.0,0.0,2.4439834024896268,2.3298755186721998,2.6690871369294604,1.1524896265560165,0.0,1.7323651452282158,0.671161825726141,0.0,20.80290456431535,19.75311203319502,0.1517738589211618,9.313278008298756,9.050829875518671,9.717842323651452,6.785269709543568,52299.0,70379.0,369.0,86.0,googlesamples,googlesamples/easypermissions,liuxin1234,liuxin1234/NbVolunteerAndroidWork,27.0,2.0,27.0,2.0
107094,1.619047619047619,1.3714285714285714,1.6666666666666667,1.0476190476190477,9.342857142857143,0.219047619047619,7.9904761904761905,0.9333333333333332,1.161904761904762,1.380952380952381,1.380952380952381,0.0952380952380952,113.0,0.3142857142857143,0.3238095238095238,0.0,0.0,0.0,3.733333333333333,1.5333333333333334,4.047619047619048,5.257142857142857,0.1714285714285714,1.0,0.2476190476190476,2.628571428571429,0.0,63.49523809523809,7.380952380952381,45.36190476190476,12.085714285714284,27.104761904761904,11.361904761904762,0.0,0.0,0.0,18.62857142857143,27.504761904761907,10.323809523809524,17.18095238095238,0.0,0.0,0.0,0.0,0.0,2.933333333333333,2.419047619047619,3.142857142857143,1.619047619047619,0.0,1.819047619047619,0.819047619047619,0.0,21.304761904761904,19.904761904761905,0.1682857142857143,7.704761904761905,7.066666666666666,8.17142857142857,4.838095238095238,4763.0,6667.0,52.0,15.0,googlesamples,googlesamples/easypermissions,66668,66668/PermissionStudy,1289.0,36.0,71.61111111111111,2.0
107963,1.2592592592592593,1.2592592592592593,1.2592592592592593,1.1111111111111112,5.962962962962963,0.4444444444444444,4.925925925925926,0.3703703703703703,1.3703703703703705,1.0,1.0,0.2222222222222222,29.0,0.1851851851851851,1.6296296296296295,0.0,0.0,0.0,4.62962962962963,1.9259259259259256,4.814814814814815,8.851851851851851,0.1111111111111111,0.3703703703703703,0.1111111111111111,4.222222222222222,0.0,60.2962962962963,9.814814814814817,40.66666666666666,14.25925925925926,21.55555555555556,10.11111111111111,0.0,0.0,0.0,18.11111111111111,26.444444444444443,11.77777777777778,14.666666666666666,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.1111111111111112,0.0,1.9259259259259256,0.7777777777777778,0.0,24.444444444444443,21.14814814814815,0.1811111111111111,6.592592592592593,6.592592592592593,6.592592592592593,4.888888888888889,1098.0,1628.0,18.0,7.0,googlesamples,googlesamples/easypermissions,zhuzhushang,zhuzhushang/common_dialog,221.0,6.0,73.66666666666667,2.0
108073,0.6586826347305389,0.5988023952095808,0.718562874251497,0.3832335329341317,4.011976047904192,0.1017964071856287,3.395209580838323,0.5149700598802395,1.035928143712575,0.4790419161676646,0.4790419161676646,0.0419161676646706,172.0,0.7844311377245509,53.958083832335326,0.0,0.0,0.0,1.0718562874251496,0.4131736526946107,1.8562874251497008,2.55688622754491,0.0538922155688622,0.1377245508982036,0.0419161676646706,1.622754491017964,0.0,272.9820359281437,14.664670658682637,133.20359281437126,116.2754491017964,121.2934131736527,125.53892215568862,0.0,0.0,0.0,116.52694610778444,121.9880239520958,112.97005988023952,9.017964071856287,0.0,0.0,0.0,0.0,0.0,1.2395209580838322,1.1796407185628743,1.3652694610778444,0.5568862275449101,0.0,1.2455089820359282,0.3892215568862275,0.0,7.562874251497006,7.233532934131737,0.3054491017964071,3.616766467065869,3.55688622754491,3.802395209580838,2.197604790419162,22245.0,45588.0,59.0,35.0,googlesamples,googlesamples/easypermissions,gooderman,gooderman/common-as,278.0,14.0,39.714285714285715,2.0
110075,1.6153846153846154,1.6153846153846154,1.7692307692307692,0.9230769230769232,11.076923076923077,1.4615384615384617,8.692307692307692,0.6923076923076923,1.3076923076923077,1.6923076923076923,1.6923076923076923,0.0,13.0,0.0769230769230769,1.9230769230769231,0.0,0.0,0.0,3.1538461538461537,1.1538461538461535,3.230769230769231,3.230769230769231,0.0,0.6153846153846154,0.0769230769230769,2.5384615384615383,0.0,59.0,10.615384615384617,41.46153846153846,12.384615384615383,27.153846153846157,7.3076923076923075,0.0,0.0,0.0,18.53846153846154,26.692307692307693,10.846153846153848,15.846153846153848,0.0,0.0,0.0,0.0,0.0,2.5384615384615383,2.5384615384615383,3.0,1.3846153846153846,0.0,1.6923076923076923,0.8461538461538461,0.0,23.53846153846154,20.0,0.2692307692307692,5.923076923076923,5.923076923076923,6.384615384615385,3.692307692307693,539.0,767.0,9.0,3.0,googlesamples,googlesamples/easypermissions,RahulJanagouda,RahulJanagouda/GeoAlert,32.0,2.0,32.0,2.0
112394,0.9784327821711,0.9271507308890486,1.035466091540858,0.6805655403786245,6.061586388689192,0.2468248262640786,4.890486460579918,0.8478312964294272,1.153366882338845,1.3795830337886412,1.3795830337886412,0.1238916846393481,4688.0,0.9523124850227654,21.27701893122454,0.0,0.0,0.0,2.815001198178768,0.9535106637910375,3.7673136832015337,6.065420560747664,0.085070692547328,0.3570572729451234,0.2343637670740474,3.0908219506350347,0.0,200.31440210879464,6.450994488377666,80.76443805415768,54.00095854301462,63.46824826264079,113.5470884255931,0.0,0.0,0.0,57.228372873232686,66.3393242271747,51.42942727054877,14.909896956625929,0.0,0.0,0.0,0.0,0.0,1.933860531991373,1.7924754373352505,2.151689432063264,1.01725377426312,0.0,1.5063503474718427,0.597411933860532,0.0,14.206805655403786,12.345315121016055,0.4355212077641984,7.197699496764917,7.005511622334052,7.795830337886413,4.579918523843758,337030.0,835912.0,2245.0,509.0,googlesamples,googlesamples/easypermissions,loongX,loongX/AndroidDemo,1269.0,40.0,63.45,2.0
113590,1.0089686098654709,1.0044843049327354,1.0089686098654709,0.9865470852017936,2.0493273542600896,0.0493273542600896,1.811659192825112,0.1210762331838565,1.0672645739910314,0.4573991031390134,0.4573991031390134,0.0224215246636771,226.0,0.0896860986547085,22.55156950672646,0.0,0.0,0.0,1.8923766816143497,0.4260089686098655,1.9820627802690585,2.3004484304932737,0.0448430493273542,0.9192825112107624,0.0358744394618834,0.9820627802690582,0.0,66.28699551569507,4.0,59.85650224215247,51.85201793721973,50.10313901345292,2.475336322869955,0.0,0.0,0.0,48.865470852017935,53.771300448430495,50.33183856502242,3.439461883408072,0.0,0.0,0.0,0.0,0.0,1.251121076233184,1.2466367713004485,1.2645739910313902,1.0582959641255605,0.0,1.116591928251121,0.1345291479820627,0.0,73.45739910313901,73.32735426008969,0.0391479820627802,2.403587443946188,2.399103139013453,2.4260089686098656,2.0582959641255605,13348.0,14782.0,60.0,37.0,googlesamples,googlesamples/easypermissions,jinhuizxc,jinhuizxc/EasyPermissions,2690.0,60.0,92.75862068965517,2.0689655172413794
113591,1.0,1.0,1.0,1.0,4.714285714285714,0.1428571428571428,4.0,0.2857142857142857,1.4285714285714286,0.4285714285714285,0.4285714285714285,0.0,7.0,0.0,0.8571428571428571,0.0,0.0,0.0,3.2857142857142856,0.0,3.2857142857142856,3.2857142857142856,0.0,0.7142857142857143,0.1428571428571428,2.4285714285714284,0.0,33.285714285714285,4.571428571428571,24.571428571428573,8.285714285714286,12.857142857142858,4.142857142857143,0.0,0.0,0.0,6.857142857142857,11.857142857142858,5.714285714285714,6.142857142857143,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.0,0.0,1.7142857142857142,0.2857142857142857,0.0,0.0,0.0,0.3071428571428571,4.428571428571429,4.428571428571429,4.428571428571429,3.2857142857142856,172.0,233.0,4.0,3.0,googlesamples,googlesamples/easypermissions,jinhuizxc,jinhuizxc/EasyPermissionTest,125.0,4.0,62.5,2.0
113940,1.6434108527131783,1.5813953488372092,1.7906976744186047,1.0930232558139534,8.30232558139535,0.3100775193798449,7.050387596899225,0.7170542635658915,1.2286821705426356,1.848837209302325,1.848837209302325,0.2325581395348837,325.0,0.4689922480620155,0.6589147286821705,0.0,0.0,0.0,6.003875968992248,2.705426356589147,6.472868217054264,12.810077519379846,0.0891472868217054,0.5852713178294574,0.4961240310077519,5.3023255813953485,0.0,89.63178294573643,12.0,61.53488372093023,18.63953488372093,35.213178294573645,16.507751937984494,0.0,0.0,0.0,27.79069767441861,41.6124031007752,16.496124031007753,25.11627906976744,0.0,0.0,0.0,0.0,0.0,3.356589147286822,3.2170542635658914,3.7093023255813953,1.4767441860465116,0.0,1.7984496124031009,0.996124031007752,0.0,28.76356589147287,25.87984496124031,0.2282945736434108,12.015503875968992,11.72093023255814,13.062015503875967,7.310077519379845,15876.0,23125.0,193.0,54.0,googlesamples,googlesamples/easypermissions,Demo-H,Demo-H/Android,1086.0,36.0,60.333333333333336,2.0
113942,1.63013698630137,1.5753424657534247,1.8297455968688845,1.0313111545988258,8.962818003913894,0.2367906066536203,8.019569471624266,0.4931506849315068,1.1937377690802349,2.111545988258317,2.111545988258317,0.2465753424657534,621.0,0.6653620352250489,0.7808219178082192,0.0,0.0,0.0,5.385518590998043,2.684931506849315,6.050880626223092,9.782778864970648,0.1076320939334637,0.487279843444227,0.3972602739726027,5.058708414872799,0.0,86.3228962818004,10.489236790606654,62.52250489236791,17.984344422700588,37.18786692759296,13.998043052837572,0.0,0.0,0.0,29.264187866927596,43.17025440313112,16.863013698630137,26.307240704500977,0.0,0.0,0.0,0.0,0.0,3.203522504892368,3.035225048923679,3.755381604696673,1.461839530332681,0.0,1.821917808219178,1.0195694716242665,0.0,25.82778864970646,23.804305283757337,0.1981800391389432,11.682974559686889,11.365949119373775,13.15655577299413,6.831702544031312,31949.0,44111.0,346.0,86.0,googlesamples,googlesamples/easypermissions,Demo-H,Demo-H/Manager,1086.0,36.0,60.333333333333336,2.0
113945,1.3194662480376766,1.272370486656201,1.4191522762951334,0.9411302982731554,7.597331240188383,0.2080062794348508,6.577708006279435,0.5871271585557299,1.2629513343799057,2.5376766091051803,2.5376766091051803,0.3579277864992151,1538.0,0.32574568288854,0.6593406593406593,0.0,0.0,0.0,4.577708006279435,3.084772370486656,4.903453689167975,13.779434850863424,0.130298273155416,0.4945054945054945,0.4026687598116169,3.875981161695448,0.0,70.57927786499215,9.071428571428571,51.07299843014129,16.281004709576138,28.532967032967036,10.974882260596546,0.0,0.0,0.0,23.67425431711146,34.29042386185243,14.5839874411303,19.70643642072213,0.0,0.0,0.0,0.0,0.0,2.56436420722135,2.346938775510204,2.853218210361068,1.1687598116169544,0.0,1.969387755102041,0.7566718995290423,0.0,28.713500784929355,26.85871271585557,0.2601883830455259,8.475667189952905,8.13265306122449,9.067503924646784,5.304552590266876,65067.0,89918.0,832.0,86.0,googlesamples,googlesamples/easypermissions,Demo-H,Demo-H/Tup,1086.0,36.0,60.333333333333336,2.0
115334,1.2105263157894737,1.2105263157894737,1.2105263157894737,1.0,6.2105263157894735,0.1578947368421052,5.0,1.0526315789473684,1.2105263157894737,1.0,1.0,0.1052631578947368,20.0,0.5263157894736842,0.2631578947368421,0.0,0.0,0.0,3.3157894736842106,1.3157894736842106,3.842105263157895,4.684210526315789,0.5263157894736842,0.2105263157894736,0.4736842105263157,2.631578947368421,0.0,46.26315789473684,5.368421052631579,34.89473684210526,11.578947368421051,17.842105263157894,6.0,0.0,0.0,0.0,12.526315789473683,20.0,8.789473684210526,11.210526315789474,0.0,0.0,0.0,0.0,0.0,2.263157894736842,2.263157894736842,2.3684210526315788,1.0,0.0,1.4210526315789471,0.6842105263157895,0.0,17.473684210526315,16.526315789473685,0.3184210526315789,5.631578947368421,5.631578947368421,5.842105263157895,3.736842105263158,663.0,879.0,14.0,6.0,googlesamples,googlesamples/easypermissions,watayouxiang,watayouxiang/Permission,189.0,6.0,63.0,2.0
119218,1.5,1.4,1.65,1.0,10.25,0.5,7.75,1.5,1.2,1.8,1.8,0.25,23.0,1.25,1.7,0.0,0.0,0.0,5.35,3.75,6.6,10.15,0.5,0.55,0.25,5.3,0.0,109.8,14.55,71.8,26.45,36.5,23.45,0.0,0.0,0.0,30.55,44.15,17.8,26.35,0.0,0.0,0.0,0.0,0.0,4.15,3.9,4.5,1.6,0.0,1.6,1.4,0.0,40.15,38.6,0.2674999999999999,11.65,11.05,12.3,7.25,1436.0,2196.0,19.0,7.0,googlesamples,googlesamples/easypermissions,dabingZhang,dabingZhang/Scan,1459.0,34.0,85.82352941176471,2.0
119930,1.3544303797468351,1.3291139240506329,1.4050632911392404,1.0253164556962024,8.455696202531646,0.1772151898734177,7.594936708860759,0.5569620253164557,1.240506329113924,1.9367088607594936,1.9367088607594936,0.1392405063291139,85.0,0.7215189873417721,0.3924050632911392,0.0,0.0,0.0,4.329113924050633,1.9493670886075949,5.050632911392405,6.316455696202532,0.2658227848101265,0.379746835443038,0.2151898734177215,4.189873417721519,0.0,70.0886075949367,8.481012658227849,53.734177215189874,15.708860759493673,32.22784810126582,8.08860759493671,0.0,0.0,0.0,24.240506329113924,34.607594936708864,13.455696202531646,21.151898734177216,0.0,0.0,0.0,0.0,0.0,2.6582278481012658,2.5443037974683542,2.79746835443038,1.2658227848101269,0.0,1.6075949367088609,0.8734177215189873,0.0,24.40506329113924,23.443037974683545,0.090632911392405,7.89873417721519,7.746835443037975,8.177215189873417,5.430379746835443,4245.0,5537.0,40.0,19.0,googlesamples,googlesamples/easypermissions,xdjm,xdjm/AS2Aide,1485.0,36.0,82.5,2.0
120060,1.8333333333333333,1.8333333333333333,2.083333333333333,1.1666666666666667,7.333333333333333,0.1666666666666666,6.416666666666667,0.5833333333333334,1.25,1.0,1.0,0.25,15.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,3.083333333333333,0.0833333333333333,3.75,6.083333333333333,0.0833333333333333,0.3333333333333333,0.0833333333333333,3.25,0.0,47.0,4.583333333333333,34.833333333333336,9.166666666666666,17.833333333333332,7.583333333333333,0.0,0.0,0.0,10.583333333333334,22.33333333333333,8.333333333333334,14.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,4.166666666666667,1.5,0.0,1.4166666666666667,1.1666666666666667,0.0,9.5,9.166666666666666,0.4466666666666667,9.333333333333334,9.333333333333334,10.416666666666666,4.75,418.0,564.0,15.0,7.0,googlesamples,googlesamples/easypermissions,blezede,blezede/EasyPermissions,43.0,2.0,43.0,2.0
